Linux 4.18.0-477.15.1.el8_8.x86_64 (tdgx01) 	08/08/2023 	_x86_64_	(80 CPU)

03:33:57 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
03:38:47 PM 502885576 501406088  25349476      4.80        24   8649232  19923164      3.71   3456804  12303044         0
03:38:49 PM 502791328 501311860  25443724      4.82        24   8649232  20015392      3.73   3456808  12396968         0
03:38:51 PM 502868940 501389472  25366112      4.80        24   8649232  19921720      3.71   3456808  12319504         0
03:38:53 PM 502771620 501292152  25463432      4.82        24   8649232  20018920      3.73   3456808  12416704         0
03:38:55 PM 502853040 501373572  25382012      4.81        24   8649232  19954120      3.72   3456808  12335392         0
03:38:57 PM 502747388 501267920  25487664      4.83        24   8649232  20047360      3.74   3456808  12440948         0
03:38:59 PM 502844032 501364568  25391020      4.81        24   8649240  19916936      3.71   3456804  12343328         0
03:39:01 PM 502725648 501246188  25509404      4.83        24   8649240  20037688      3.73   3456800  12462188         0
03:39:03 PM 502831440 501351980  25403612      4.81        24   8649240  19936736      3.72   3456800  12356784         0
03:39:05 PM 503036484 501557024  25198568      4.77        24   8649240  19724480      3.68   3456800  12151956         0
03:39:07 PM 503069128 501589668  25165924      4.76        24   8649240  19677820      3.67   3456808  12119268         0
03:39:09 PM 502648484 501169028  25586568      4.84        24   8649240  20094836      3.74   3456812  12538664         0
03:39:11 PM 502541860 501062404  25693192      4.86        24   8649240  20203020      3.76   3456812  12645520         0
03:39:13 PM 502487472 501008016  25747580      4.87        24   8649240  20253908      3.77   3456812  12699812         0
03:39:15 PM 502519132 501039676  25715920      4.87        24   8649240  20223268      3.77   3456808  12668120         0
03:39:17 PM 502204312 500724856  26030740      4.93        24   8649240  20526392      3.83   3456808  12981988         0
03:39:19 PM 502226848 500747396  26008204      4.92        24   8649240  20800456      3.88   3456812  12957908         0
03:39:21 PM 501575004 500095552  26660048      5.05        24   8649240  27744196      5.17   3456812  13611856         0
03:39:23 PM 494961376 493481924  33273676      6.30        24   8649240  28153800      5.25   3456812  20212372         0
03:39:25 PM 494717972 493238520  33517080      6.35        24   8649240  28153800      5.25   3456812  20455924         0
