Linux 4.18.0-477.15.1.el8_8.x86_64 (b526) 	08/10/2023 	_x86_64_	(56 CPU)

01:11:25 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
01:14:23 PM 237152768 236462304  26607336     10.09        24   9506064  73273836     26.92   2815096  15253512         0
01:14:25 PM 237141448 236451184  26618656     10.09        24   9507244  73344876     26.95   2815104  15265536         0
01:14:27 PM 237129220 236439048  26630884     10.10        24   9507432  73318824     26.94   2815140  15277380         0
01:14:29 PM 237134752 236444708  26625352     10.09        24   9489804  73288732     26.93   2815172  15271512         0
01:14:31 PM 237139468 236449568  26620636     10.09        24   9472332  73229272     26.91   2815164  15266756         0
01:14:33 PM 237088512 236398752  26671592     10.11        24   9507248  73239124     26.91   2815112  15315760         0
01:14:35 PM 237080380 236390760  26679724     10.12        24   9507604  73247888     26.91   2815148  15324552         0
01:14:37 PM 237069008 236379520  26691096     10.12        24   9507428  73264276     26.92   2815644  15335640         0
01:14:39 PM 237056604 236367244  26703500     10.12        24   9507100  73212756     26.90   2815144  15348028         0
01:14:41 PM 237044500 236355284  26715604     10.13        24   9507956  73214896     26.90   2815164  15359576         0
01:14:43 PM 237031856 236342764  26728248     10.13        24   9507644  73215440     26.90   2815232  15371536         0
01:14:45 PM 237039180 236350208  26720924     10.13        24   9488976  73231004     26.91   2815172  15363740         0
01:14:47 PM 237046304 236357504  26713800     10.13        24   9469808  73221172     26.90   2815164  15356324         0
01:14:49 PM 236997296 236308604  26762808     10.15        24   9507448  73269392     26.92   2815168  15405384         0
01:14:51 PM 236985876 236297292  26774228     10.15        24   9507276  73244492     26.91   2815152  15416876         0
01:14:53 PM 236975108 236286664  26784996     10.16        24   9506900  73229852     26.91   2815088  15427720         0
01:14:55 PM 236963180 236274848  26796924     10.16        24   9506940  73237012     26.91   2815160  15439404         0
01:14:57 PM 236950692 236262472  26809412     10.16        24   9507784  73265500     26.92   2815156  15451260         0
01:14:59 PM 236954872 236266768  26805232     10.16        24   9491988  73264732     26.92   2815148  15446808         0
01:15:01 PM 236964856 236276884  26795248     10.16        24   9469980  73232108     26.91   2815160  15436736         0
01:15:03 PM 236917688 236229816  26842416     10.18        24   9507276  73245012     26.91   2815148  15485152         0
01:15:05 PM 236904436 236216752  26855668     10.18        24   9507436  73275276     26.92   2815140  15497068         0
01:15:07 PM 236893172 236205512  26866932     10.19        24   9507620  73252576     26.92   2815164  15508400         0
01:15:09 PM 236881848 236194336  26878256     10.19        24   9508464  73232028     26.91   2815200  15520216         0
01:15:11 PM 236869484 236182048  26890620     10.20        24   9507616  73221532     26.91   2815156  15531144         0
01:15:13 PM 236893320 236205996  26866784     10.19        24   9473336  73201384     26.90   2815144  15507736         0
01:15:15 PM 236849024 236161752  26911080     10.20        24   9507280  73224452     26.91   2815156  15552456         0
01:15:17 PM 236836248 236149072  26923856     10.21        24   9507288  73299560     26.93   2815172  15564000         0
01:15:19 PM 236826180 236139076  26933924     10.21        24   9506588  73206232     26.90   2815116  15574484         0
01:15:21 PM 236814232 236127200  26945872     10.22        24   9506752  73213860     26.90   2815096  15586432         0
01:15:23 PM 236803772 236116840  26956332     10.22        24   9507440  73227744     26.91   2815144  15597568         0
01:15:25 PM 236811048 236124200  26949056     10.22        24   9470824  73204600     26.90   2815156  15572484         0
01:15:27 PM 236763016 236076248  26997088     10.24        24   9507952  73226868     26.91   2815684  15620972         0
01:15:29 PM 236751156 236064540  27008948     10.24        24   9507444  73230632     26.91   2815144  15631176         0
01:15:31 PM 236740232 236053716  27019872     10.24        24   9507616  73258972     26.92   2815156  15643160         0
01:15:33 PM 236728536 236042080  27031568     10.25        24   9506900  73271492     26.92   2815052  15653996         0
01:15:35 PM 236734492 236048092  27025612     10.25        24   9491320  73242688     26.91   2815160  15648128         0
01:15:37 PM 236708320 236022008  27051784     10.26        24   9505748  73242376     26.91   2850908  15638828         0
01:15:39 PM 236697044 236010816  27063060     10.26        24   9507440  73241512     26.91   2815140  15686916         0
01:15:41 PM 236684300 235998128  27075804     10.27        24   9507440  73235244     26.91   2815136  15698676         0
01:15:43 PM 236671312 235985192  27088792     10.27        24   9506788  73303160     26.94   2815180  15710928         0
01:15:45 PM 236660244 235974200  27099860     10.27        24   9507784  73300476     26.93   2815148  15721388         0
01:15:47 PM 236675892 235989860  27084212     10.27        24   9482596  73221384     26.91   2815184  15707036         0
01:15:49 PM 236639564 235953568  27120540     10.28        24   9507436  73290544     26.93   2815128  15742360         0
01:15:51 PM 236628840 235942796  27131264     10.29        24   9507620  73290372     26.93   2815156  15753128         0
01:15:53 PM 236618128 235932092  27141976     10.29        24   9506580  73281940     26.93   2815120  15763204         0
01:15:55 PM 236606764 235920764  27153340     10.29        24   9507784  73352632     26.95   2815156  15774868         0
01:15:57 PM 236626076 235940092  27134028     10.29        24   9477356  73266164     26.92   2815112  15755212         0
01:15:59 PM 236587136 235901120  27172968     10.30        24   9507284  73275236     26.92   2815676  15795732         0
01:16:01 PM 236575484 235889452  27184620     10.31        24   9507448  73255492     26.92   2815168  15806952         0
01:16:03 PM 236563672 235877656  27196432     10.31        24   9507096  73295500     26.93   2815148  15818024         0
