[0] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   28 / 165 W |     0 / 24576 MB |
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  72 % (E:   0 %  D:   0 %),  129 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  86 % (E:   0 %  D:   0 %),  145 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  51 % (E:   0 %  D:   0 %),  170 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,   0 % (E:   0 %  D:   0 %),   34 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  68 % (E:   0 %  D:   0 %),   56 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  42 % (E:   0 %  D:   0 %),  134 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,   0 % (E:   0 %  D:   0 %),   35 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  42 % (E:   0 %  D:   0 %),   54 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 48°C,  ?? %,  60 % (E:   0 %  D:   0 %),  113 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,   0 % (E:   0 %  D:   0 %),   34 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   1 % (E:   0 %  D:   0 %),   54 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  54 % (E:   0 %  D:   0 %),  122 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  43 % (E:   0 %  D:   0 %),  164 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  66 % (E:   0 %  D:   0 %),   75 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  41 % (E:   0 %  D:   0 %),   78 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,  20 % (E:   0 %  D:   0 %),   46 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  75 % (E:   0 %  D:   0 %),   71 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  82 % (E:   0 %  D:   0 %),   55 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,  56 % (E:   0 %  D:   0 %),   67 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  62 % (E:   0 %  D:   0 %),   89 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  53 % (E:   0 %  D:   0 %),   72 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  68 % (E:   0 %  D:   0 %),  148 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  49 % (E:   0 %  D:   0 %),  158 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  51 % (E:   0 %  D:   0 %),   87 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  38 % (E:   0 %  D:   0 %),  143 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,  17 % (E:   0 %  D:   0 %),   54 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  30 % (E:   0 %  D:   0 %),   56 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,  47 % (E:   0 %  D:   0 %),   49 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  86 % (E:   0 %  D:   0 %),   94 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  62 % (E:   0 %  D:   0 %),  153 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  36 % (E:   0 %  D:   0 %),  167 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,  65 % (E:   0 %  D:   0 %),   55 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  73 % (E:   0 %  D:   0 %),   56 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  52 % (E:   0 %  D:   0 %),  116 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   47 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,  47 % (E:   0 %  D:   0 %),   42 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  43 % (E:   0 %  D:   0 %),   75 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,   0 % (E:   0 %  D:   0 %),   34 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  58 % (E:   0 %  D:   0 %),   60 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,   0 % (E:   0 %  D:   0 %),   34 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  43 % (E:   0 %  D:   0 %),  118 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,   1 % (E:   0 %  D:   0 %),   55 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,   0 % (E:   0 %  D:   0 %),   34 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  38 % (E:   0 %  D:   0 %),   71 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  61 % (E:   0 %  D:   0 %),  107 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  43 % (E:   0 %  D:   0 %),   70 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  70 % (E:   0 %  D:   0 %),  110 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  63 % (E:   0 %  D:   0 %),   59 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  22 % (E:   0 %  D:   0 %),   61 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  60 % (E:   0 %  D:   0 %),  172 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  69 % (E:   0 %  D:   0 %),   76 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  29 % (E:   0 %  D:   0 %),  156 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  69 % (E:   0 %  D:   0 %),   98 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  33 % (E:   0 %  D:   0 %),  123 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  63 % (E:   0 %  D:   0 %),   55 / 165 W | 13799 / 24576 MB | jgong:python/509402(13780M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  67 % (E:   0 %  D:   0 %),  121 / 165 W | 14449 / 24576 MB | jgong:python/509402(14430M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,   0 % (E:   0 %  D:   0 %),   55 / 165 W | 14449 / 24576 MB | jgong:python/509402(14430M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,   0 % (E:   0 %  D:   0 %),   55 / 165 W | 14449 / 24576 MB | jgong:python/509402(14430M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  41 % (E:   0 %  D:   0 %),  133 / 165 W | 14449 / 24576 MB | jgong:python/509402(14430M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,   0 % (E:   0 %  D:   0 %),   54 / 165 W | 14449 / 24576 MB | jgong:python/509402(14430M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  47 % (E:   0 %  D:   0 %),  113 / 165 W | 14449 / 24576 MB | jgong:python/509402(14430M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,   9 % (E:   0 %  D:   0 %),   55 / 165 W | 14449 / 24576 MB | jgong:python/509402(14430M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 46°C,  ?? %,  40 % (E:   0 %  D:   0 %),  137 / 165 W | 14449 / 24576 MB | jgong:python/509402(14430M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,   0 % (E:   0 %  D:   0 %),   55 / 165 W | 14449 / 24576 MB | jgong:python/509402(14430M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,   0 % (E:   0 %  D:   0 %),   34 / 165 W | 14449 / 24576 MB | jgong:python/509402(14430M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  46 % (E:   0 %  D:   0 %),   63 / 165 W | 14449 / 24576 MB | jgong:python/509402(14430M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  73 % (E:   0 %  D:   0 %),   85 / 165 W | 14449 / 24576 MB | jgong:python/509402(14430M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,   0 % (E:   0 %  D:   0 %),   34 / 165 W | 14449 / 24576 MB | jgong:python/509402(14430M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  58 % (E:   0 %  D:   0 %),   57 / 165 W | 14449 / 24576 MB | jgong:python/509402(14430M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,   1 % (E:   0 %  D:   0 %),   55 / 165 W | 14449 / 24576 MB | jgong:python/509402(14430M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,   0 % (E:   0 %  D:   0 %),   34 / 165 W | 14449 / 24576 MB | jgong:python/509402(14430M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  73 % (E:   0 %  D:   0 %),  174 / 165 W | 14449 / 24576 MB | jgong:python/509402(14430M)
[1] NVIDIA A30 | 27°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 47°C,  ?? %,  37 % (E:   0 %  D:   0 %),  174 / 165 W | 14449 / 24576 MB | jgong:python/509402(14430M)
